movie_title,release_date,genre,MPAA_rating,director,character,voice-actor,revenue
Silly Symphonies,NA,NA,NA,Walt Disney,Joe Giraffe,Pinto Colvig,NA
Silly Symphonies,NA,NA,NA,Walt Disney,Joey Hippo,None,NA
Silly Symphonies,NA,NA,NA,Walt Disney,Tillie Tiger,Alyce Ardell,NA
Bone Trouble,NA,NA,NA,Jack Kinney,Butch the Bulldog,Frank Welker,NA
101 Dalmatians: The Series,NA,NA,NA,NA,Cadpig,Kath Soucie,NA
101 Dalmatians: The Series,NA,NA,NA,NA,Spot,Tara Strong,NA
One Hundred and One Dalmatians,NA,NA,NA,Hamilton Luske,The Captain,Thurl Ravenscroft,NA
One Hundred and One Dalmatians,NA,NA,NA,Hamilton Luske,Duchess,Marjorie Bennett,NA
One Hundred and One Dalmatians,NA,NA,NA,Hamilton Luske,Lucky,Mimi Gibson,NA
One Hundred and One Dalmatians,NA,NA,NA,Hamilton Luske,Nanny,Martha Wentworth,NA
One Hundred and One Dalmatians,NA,NA,NA,Hamilton Luske,Patch,Mickey Maga,NA
One Hundred and One Dalmatians,NA,NA,NA,Hamilton Luske,Penny,Sandra Abbott,NA
One Hundred and One Dalmatians,NA,NA,NA,Hamilton Luske,Princess,Queenie Leonard,NA
One Hundred and One Dalmatians,NA,NA,NA,Hamilton Luske,Rolly,Barbara Beaird,NA
The Fox and the Hound 2,NA,NA,NA,Jim Kammerud,Cash,Patrick Swayze,NA
The Fox and the Hound 2,NA,NA,NA,Jim Kammerud,Dixie,Reba McEntire,NA
The Fox and the Hound 2,NA,NA,NA,Jim Kammerud,Granny Rose,Vicki Lawrence,NA
The Fox and the Hound 2,NA,NA,NA,Jim Kammerud,Lyle,Jeff Foxworthy,NA
Aladdin and the King of Thieves,NA,NA,NA,Tad Stones,Cassim,John Rhys-Davies,NA
Aladdin and the King of Thieves,NA,NA,NA,Tad Stones,Sa'luk,Jerry Orbach,NA
Belle's Magical World,NA,NA,NA,Cullen Blaine,Chandeleria,April Winchell,NA
Belle's Magical World,NA,NA,NA,Cullen Blaine,Crane,Jeff Bennett,NA
Belle's Magical World,NA,NA,NA,Cullen Blaine,Le Plufme,Rob Paulsen,NA
Belle's Magical World,NA,NA,NA,Cullen Blaine,Webster,Jim Cummings,NA
Belle's Magical World,NA,NA,NA,Cullen Blaine,Witherspoon,None,NA
Goof Troop,NA,NA,NA,Gaëtan Brizzi,Chainsaw,Frank Welker,NA
Goof Troop,NA,NA,NA,Gaëtan Brizzi,Max Goof,Dana Hill; Jason Marsden,NA
Goof Troop,NA,NA,NA,Gaëtan Brizzi,Peg Pete,April Winchell,NA
Goof Troop,NA,NA,NA,Gaëtan Brizzi,Pete Junior,Rob Paulsen,NA
Goof Troop,NA,NA,NA,Gaëtan Brizzi,Pistol Pete,Nancy Cartwright,NA
Goof Troop,NA,NA,NA,Gaëtan Brizzi,Waffles,Frank Welker,NA
Private Pluto,NA,NA,NA,Clyde Geronimi,Chip,James MacDonald,NA
Private Pluto,NA,NA,NA,Clyde Geronimi,Dale,Dessie Flynn; Corey Burton,NA
Winnie the Pooh and the Honey Tree,NA,NA,NA,Wolfgang Reitherman,Christopher Robin,Bruce Reitherman,NA
Winnie the Pooh and the Honey Tree,NA,NA,NA,Wolfgang Reitherman,Eeyore,Ralph Wright,NA
Winnie the Pooh and the Honey Tree,NA,NA,NA,Wolfgang Reitherman,Gopher,Howard Morris; Michael Gough,NA
Winnie the Pooh and the Honey Tree,NA,NA,NA,Wolfgang Reitherman,Kanga,Barbara Luddy,NA
Winnie the Pooh and the Honey Tree,NA,NA,NA,Wolfgang Reitherman,Owl,Hal Smith,NA
Winnie the Pooh and the Honey Tree,NA,NA,NA,Wolfgang Reitherman,Rabbit,Junius Matthews,NA
Winnie the Pooh and the Honey Tree,NA,NA,NA,Wolfgang Reitherman,Roo,Clint Howard,NA
Winnie the Pooh and the Honey Tree,NA,NA,NA,Wolfgang Reitherman,Roo,Dori Whittaker,NA
Winnie the Pooh and the Honey Tree,NA,NA,NA,Wolfgang Reitherman,Winnie the Pooh,Sterling Holloway,NA
Orphan's Benefit,NA,NA,NA,Riley Thomson,Clara Cluck,Florence Gill,NA
Plane Crazy,NA,NA,NA,Walt Disney,Clarabelle Cow,Marcellite Garner,NA
Plane Crazy,NA,NA,NA,Walt Disney,Minnie Mouse,Walt Disney; Marcellite Garner,NA
The Little Mermaid II: Return to the Sea,NA,NA,NA,Jim Kammerud,Cloak and Dagger,None,NA
The Little Mermaid II: Return to the Sea,NA,NA,NA,Jim Kammerud,Dash,Stephen Furst,NA
The Little Mermaid II: Return to the Sea,NA,NA,NA,Jim Kammerud,Melody,Tara Strong,NA
The Little Mermaid II: Return to the Sea,NA,NA,NA,Jim Kammerud,Morgana,Pat Carroll,NA
The Little Mermaid II: Return to the Sea,NA,NA,NA,Jim Kammerud,Tip,Max Casella,NA
Mr. Duck Steps Out,NA,NA,NA,Jack King,Daisy Duck,Clarence Nash; Gloria Blondell,NA
Return to Never Land,NA,NA,NA,Robin Budd,Danny,Andrew McDonough,NA
Return to Never Land,NA,NA,NA,Robin Budd,Edward,Roger Rees,NA
Return to Never Land,NA,NA,NA,Robin Budd,Jane,Harriet Owen,NA
Return to Never Land,NA,NA,NA,Robin Budd,The Octopus,Frank Welker,NA
My Friends Tigger & Pooh,NA,NA,NA,Don MacKinnon,Darby,Chloë Grace Moretz,NA
Donald's Nephews,NA,NA,NA,Jack King,Dewey,Clarence Nash; Russi Taylor,NA
Donald's Nephews,NA,NA,NA,Jack King,Huey,Clarence Nash; Russi Taylor,NA
Donald's Nephews,NA,NA,NA,Jack King,Louie,Clarence Nash; Russi Taylor,NA
The Sleepwalker,NA,NA,NA,Mona Fastvold,Dinah the Dachshund,None,NA
TaleSpin,NA,NA,NA,Larry Latham,Don Karnage,Jim Cummings,NA
TaleSpin,NA,NA,NA,Larry Latham,Kit Cloudkicker,R. J. Williams; Alan Roberts,NA
The Wise Little Hen,NA,NA,NA,Wilfred Jackson,Donald Duck,Clarence Nash; Tony Anselmo,NA
The Wise Little Hen,NA,NA,NA,Wilfred Jackson,Peter Pig,Pinto Colvig,NA
Stitch! The Movie,NA,NA,NA,Tony Craig,Dr. Jacques von Hamsterviel,Jeff Bennett,NA
Pete's Dragon,NA,NA,NA,David Lowery,Elliott,Charlie Callas,NA
Chip 'n Dale Rescue Rangers,NA,NA,NA,Akiva Schaffer,Fat Cat,Jim Cummings,NA
Chip 'n Dale Rescue Rangers,NA,NA,NA,Akiva Schaffer,Gadget Hackwrench,Tress MacNeille,NA
Chip 'n Dale Rescue Rangers,NA,NA,NA,Akiva Schaffer,Monterey Jack,Jim Cummings,NA
Chip 'n Dale Rescue Rangers,NA,NA,NA,Akiva Schaffer,Professor Norton Nimnul,Jim Cummings,NA
Chip 'n Dale Rescue Rangers,NA,NA,NA,Akiva Schaffer,Zipper,Corey Burton,NA
Mickey's Steam Roller,NA,NA,NA,David Hand,Ferdie Fieldmouse,None,NA
Mickey's Steam Roller,NA,NA,NA,David Hand,Morty Fieldmouse,None,NA
Journey into Imagination with Figment,NA,NA,NA,NA,Figment,Dave Goelz,NA
Higglytown Heroes,NA,NA,NA,NA,Fran,Edie McClurg,NA
Secret of the Wings,NA,NA,NA,Peggy Holmes,Gliss,Grey Delisle,NA
Secret of the Wings,NA,NA,NA,Peggy Holmes,Periwinkle,Lucy Hale,NA
Mickey's Revue,NA,NA,NA,Wilfred Jackson,Goofy,Pinto Colvig; Bill Farmer,NA
"This is Your Life, Donald Duck",NA,NA,NA,Jack Kinney,Grandma Duck,June Foray,NA
Bambi II,NA,NA,NA,Brian Pimental,The Groundhog,Brian Pimental,NA
Bambi II,NA,NA,NA,Brian Pimental,Mena,Cree Summer,NA
Bambi II,NA,NA,NA,Brian Pimental,Ronno,Anthony Ghannam,NA
Donald's Cousin Gus,NA,NA,NA,Jack King,Gus Goose,Clarence Nash,NA
The Plow Boy,NA,NA,NA,Paul Terry,Horace Horsecollar,Walt Disney; Bill Farmer,NA
Hold That Pose,NA,NA,NA,Jack Kinney,Humphrey the Bear,Jimmy MacDonald; Jim Cummings,NA
Grin and Bear It,NA,NA,NA,Jack Hannah,J. Audubon Woodlore,Bill Thompson,NA
The Lion King II: Simba's Pride,NA,NA,NA,Darrell Rooney,Kiara,Michelle Horn; Neve Campbell,NA
The Lion King II: Simba's Pride,NA,NA,NA,Darrell Rooney,Kovu,Ryan O'Donohue; Jason Marsden,NA
The Lion King II: Simba's Pride,NA,NA,NA,Darrell Rooney,Nuka,Andy Dick,NA
The Lion King II: Simba's Pride,NA,NA,NA,Darrell Rooney,Vitani,Lacey Chabert; Jennifer Lien,NA
The Lion King II: Simba's Pride,NA,NA,NA,Darrell Rooney,Zira,Suzanne Pleshette,NA
The Hunchback of Notre Dame II,NA,NA,NA,Bradley Raymond,Lady DeBurne,April Winchell,NA
The Hunchback of Notre Dame II,NA,NA,NA,Bradley Raymond,Madellaine,Jennifer Love Hewitt,NA
The Hunchback of Notre Dame II,NA,NA,NA,Bradley Raymond,Sarousch,Michael McKean,NA
The Hunchback of Notre Dame II,NA,NA,NA,Bradley Raymond,Zephyr,Haley Joel Osment,NA
The Porker's Court,NA,NA,NA,NA,Lil Bad Wolf,Andrew Lawrence,NA
Tinker Bell and the Great Fairy Rescue,NA,NA,NA,Bradley Raymond,Lizzy Griffths,Lauren Mote,NA
An Adventure in Color,NA,NA,NA,NA,Ludwig Von Drake,Paul Frees,NA
The Emperor's New School,NA,NA,NA,NA,Malina,Jessica Di Cicco,NA
The Tortoise and the Hare,NA,NA,NA,Wilfred Jackson,Max Hare,Ned Norton,NA
The Tortoise and the Hare,NA,NA,NA,Wilfred Jackson,Toby Tortoise,Eddie Holden,NA
Steamboat Willie,NA,NA,NA,Ub Iwerks,Mickey Mouse,Walt Disney,NA
Aladdin (TV series),NA,NA,NA,NA,Mirage,Bebe Neuwirth,NA
Aladdin (TV series),NA,NA,NA,NA,Xerxes,Frank Welker,NA
Mickey's Rival,NA,NA,NA,Wilfred Jackson,Mortimer Mouse,Maurice LaMarche,NA
Aladdin in Nasira's Revenge,NA,NA,NA,NA,Nasira,Jodi Benson,NA
Trolley Troubles,NA,NA,NA,Walt Disney,Oswald the Lucky Rabbit,Frank Welker,NA
Pepper Ann,NA,NA,NA,NA,Pepper Ann Pearson,Kathleen Wilhoite,NA
Alice Solves the Puzzle,NA,NA,NA,Walt Disney,Pete,Billy Bletcher; Jim Cummings,NA
Winnie the Pooh and the Blustery Day,NA,NA,NA,Wolfgang Reitherman,Piglet,John Fiedler,NA
Winnie the Pooh and the Blustery Day,NA,NA,NA,Wolfgang Reitherman,Tigger,Paul Winchell,NA
The Chain Gang,NA,NA,NA,Burt Gillett,Pluto,Pinto Colvig; Bill Farmer,NA
Tangled Ever After,NA,NA,NA,Byron Howard,Queen,Kari Wahlgren,NA
The Little Mermaid: Ariel's Beginning,NA,NA,NA,Peggy Holmes,Queen Athena,Lorelei Hill Butters,NA
Mulan 2,NA,NA,NA,Darrell Rooney,Sha-ron,Mary Gibbs,NA
The Reluctant Dragon,NA,NA,NA,Hamilton Luske,Sir Giles,Claud Allister,NA
The Reluctant Dragon,NA,NA,NA,Hamilton Luske,Tobias the Reluctant Dragon,Barnett Parker,NA
The Lion King 1½,NA,NA,NA,Bradley Raymond,Timon's Mother,Julie Kavner,NA
The Lion King 1½,NA,NA,NA,Bradley Raymond,Uncle Max,Jerry Stiller,NA
The Weekenders,NA,NA,NA,Sandy Johnson,Tino Tonitini,Jason Marsden,NA
The Pirate Fairy,NA,NA,NA,Peggy Holmes,Zarina,Christina Hendricks,NA
